CODE CLIENT,TOTAL_MONTANT_TTC,NB_FACTURES,MONTANT_MOY_FACTURE,MONTANT_MAX_FACTURE,NATURE_CLIENT,GOUVERNORAT,FREQUENCE_ACHAT,ANCIENNETE_CLIENT,JOURS_DEPUIS_DERNIER_ACHAT,TOTAL_MONTANT_REG,NB_REGLEMENTS,MONTANT_MOY_REG,NB_RETARDS,NB_MODES_PAIEMENT,RETARD_STD,RETARD_PONDERE,RATIO_PAIEMENT,PART_CA_CLIENT,SOLVABLE,NATURE_CLIENT_LABEL,GOUVERNORAT_LABEL
CNGT170052,7393.648,6.0,1232.2746666666667,2001.043,GRN,Sfax,102.0,510.0,81.0,6772.718,10.0,677.2718,0.0,2.0,27.596376573746056,-30.439566212560457,0.916,9.4e-05,1,GRN,Sfax
CNGT170053,35617.996,14.0,2544.1425714285715,5205.503,GRN,Sfax,52.0,624.0,17.0,37139.749,21.0,1768.5594761904763,1.0,2.0,16.133091581929662,-29.820975419085357,1.0427,0.000454,1,GRN,Sfax
CNGT170054,11268.405,11.0,1024.4004545454545,1945.454,PAN,Sfax,63.8,638.0,82.0,13917.732,17.0,818.6901176470589,1.0,3.0,19.08730624041986,-19.683325702779733,1.2351,0.000144,1,PAN,Sfax
CNGT170055,3749.987,2.0,1874.9935,2053.273,GRN,Sfax,116.0,116.0,525.0,5447.734,4.0,1361.9335,0.0,3.0,15.927570436196476,-17.994340949833454,1.4527,4.8e-05,1,GRN,Sfax
CNGT170057,2144.623,2.0,1072.3115,1276.979,GRN,Sfax,66.0,66.0,644.0,2144.6220000000003,3.0,714.8740000000001,0.0,1.0,6.128258770283411,-7.740624688173486,1.0,2.7e-05,1,GRN,Sfax
CNGT170059,14824.181,3.0,4941.393666666667,7740.959,GRN,Sfax,95.5,191.0,524.0,7740.959,3.0,2580.3196666666668,0.0,2.0,9.41629792788369,-19.519297027668017,0.5222,0.000189,1,GRN,Sfax
CNGT170061,3550.681,4.0,887.67025,1767.111,GRN,Sfax,53.0,159.0,82.0,3380.726,5.0,676.1452,0.0,1.0,3.1240998703626617,-26.9260791912743,0.9521,4.5e-05,1,GRN,Sfax
CNGT170062,54497.024,17.0,3205.707294117647,8967.525,GRN,Sfax,48.0,720.0,0.0,49937.54,27.0,1849.5385185185185,0.0,4.0,18.94921376553554,-44.74431585937152,0.9163,0.000695,1,GRN,Sfax
CNGT170064,65718.252,16.0,4107.39075,10566.651,GRN,Sfax,43.53333333333333,653.0,61.0,58019.43,72.0,805.8254166666667,0.0,3.0,19.0845867290147,-29.99314832979228,0.8829,0.000838,1,GRN,Sfax
CNGT170088,195.755,2.0,97.8775,129.249,SCN,Sfax,40.0,40.0,300.0,195.755,2.0,97.8775,0.0,1.0,0.0,0.0,1.0,2e-06,1,SCN,Sfax
CNGT170103,984.91,2.0,492.455,493.455,GRN,Sfax,2.0,2.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05,1,GRN,Sfax
CNGT170105,0.0,0.0,0.0,0.0,INCONNU,INCONNU,0.0,0.0,0.0,1287.977,2.0,643.9885,0.0,1.0,0.0,0.0,0.0,0.0,1,INCONNU,INCONNU
CNGT170111,21231.93,14.0,1516.5664285714286,3869.006,PAN,Sfax,42.166666666666664,506.0,214.0,16596.725,17.0,976.2779411764704,0.0,2.0,0.0,0.0,0.7817,0.000271,1,PAN,Sfax
CNGT170113,45224.493,16.0,2826.5308125,11805.351,GRN,Sfax,46.86666666666667,703.0,0.0,33629.503,26.0,1293.442423076923,0.0,3.0,22.186674395007,-36.674012785737574,0.7436,0.000576,1,GRN,Sfax
CNGT170114,2405.6580000000004,4.0,601.4145000000001,1370.442,PAN,Sfax,131.33333333333334,394.0,61.0,2405.657,5.0,481.13140000000004,0.0,2.0,22.045407685048602,-25.63534410765957,1.0,3.1e-05,1,PAN,Sfax
CNGT170119,90.143,1.0,90.143,90.143,SCN,Sfax,0.0,0.0,290.0,90.143,1.0,90.143,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170120,15415.476999999999,13.0,1185.805923076923,3664.736,GRN,Sfax,46.416666666666664,557.0,125.0,15415.464,19.0,811.3402105263158,0.0,3.0,22.16933071557938,-29.19601583189452,1.0,0.000196,1,GRN,Sfax
CNGT170121,233.353,1.0,233.353,233.353,SCN,Sfax,0.0,0.0,494.0,233.353,1.0,233.353,0.0,1.0,0.0,0.0,1.0,3e-06,1,SCN,Sfax
CNGT170123,14891.888,16.0,930.743,2032.708,SPN,Sfax,43.46666666666667,652.0,116.0,14891.888,22.0,676.904,0.0,3.0,17.808728939659925,-38.89875783379516,1.0,0.00019,1,SPN,Sfax
CNGT170124,0.0,0.0,0.0,0.0,INCONNU,INCONNU,0.0,0.0,0.0,883.387,2.0,441.6935,0.0,1.0,0.0,0.0,0.0,0.0,1,INCONNU,INCONNU
CNGT170125,10320.592,8.0,1290.074,3725.076,GRN,Sfax,101.2,506.0,64.0,16932.838,10.0,1693.2838,1.0,3.0,12.840950120610236,-7.908428581198262,1.6407,0.000132,1,GRN,Sfax
CNGT170132,49.522,1.0,49.522,49.522,SCN,Sfax,0.0,0.0,582.0,49.522,1.0,49.522,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170141,1172.573,5.0,234.51460000000003,389.986,SCN,Sfax,38.25,153.0,175.0,392.601,6.0,65.4335,0.0,1.0,0.0,0.0,0.3348,1.5e-05,1,SCN,Sfax
CNGT170156,404.583,1.0,404.583,404.583,PAN,Sfax,0.0,0.0,368.0,404.583,1.0,404.583,0.0,1.0,0.0,0.0,1.0,5e-06,1,PAN,Sfax
CNGT170160,5097.012000000001,2.0,2548.5060000000003,2760.61,GRN,Sfax,208.0,208.0,474.0,5069.406,4.0,1267.3515,0.0,2.0,8.958236433584458,-19.16736280345271,0.9946,6.5e-05,1,GRN,Sfax
CNGT170162,3158.076,2.0,1579.038,1580.038,SPN,Sfax,21.0,21.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,1,SPN,Sfax
CNGT170163,308.78,2.0,154.39,246.7,SCN,Sfax,245.0,245.0,330.0,308.78,2.0,154.39,0.0,1.0,0.0,0.0,1.0,4e-06,1,SCN,Sfax
CNGT170172,341280.518,60.0,5688.008633333333,18282.401,GRN,Sfax,13.294117647058824,678.0,29.0,344216.238,85.0,4049.6028,0.0,2.0,17.606384497860578,-44.72672472238222,1.0086,0.00435,1,GRN,Sfax
CNGT170174,304224.978,34.0,8947.793470588236,33225.99,GRN,Sfax,20.838709677419356,646.0,68.0,298753.151,82.0,3643.3311097560977,7.0,3.0,16.565536927076405,-21.03113894855623,0.982,0.003877,1,GRN,Sfax
CNGT170176,26163.696,15.0,1744.2464,5065.473,PAN,Sfax,44.42857142857143,622.0,98.0,30308.556,30.0,1010.2852,0.0,4.0,18.21845828335159,-35.27740853110918,1.1584,0.000333,1,PAN,Sfax
CNGT170177,11213.6,11.0,1019.4181818181819,2133.982,SPN,Sfax,66.5,665.0,17.0,10288.068,14.0,734.862,0.0,3.0,21.413327911487695,-25.527258859486547,0.9175,0.000143,1,SPN,Sfax
CNGT170178,12447.284,17.0,732.1931764705882,1811.728,PAN,Sfax,40.666666666666664,610.0,90.0,8986.914,15.0,599.1276,0.0,1.0,0.0,0.0,0.722,0.000159,1,PAN,Sfax
CNGT170184,10334.141,10.0,1033.4141,1708.92,GRN,Sfax,65.22222222222223,587.0,123.0,9980.033,14.0,712.8594999999999,0.0,2.0,19.1625698076394,-21.82650929110154,0.9657,0.000132,1,GRN,Sfax
CNGT170201,2610.573,5.0,522.1146,743.387,PAN,Sfax,175.75,703.0,17.0,2610.573,5.0,522.1146,0.0,1.0,0.0,0.0,1.0,3.3e-05,1,PAN,Sfax
CNGT170205,924.327,3.0,308.109,362.347,PAN,Sfax,69.0,138.0,524.0,201.633,1.0,201.633,0.0,1.0,0.0,0.0,0.2181,1.2e-05,1,PAN,Sfax
CNGT170208,2255.721,3.0,751.907,803.498,PAN,Sfax,204.5,409.0,241.0,2255.721,3.0,751.907,0.0,2.0,17.326921891156037,-26.638180431001885,1.0,2.9e-05,1,PAN,Sfax
CNGT170211,10976.939,6.0,1829.4898333333333,2130.462,GRN,Sfax,100.2,501.0,185.0,3431.5550000000003,3.0,1143.8516666666667,0.0,1.0,0.9428090415820634,-63.417173846842026,0.3126,0.00014,1,GRN,Sfax
CNGT170215,5806.387,11.0,527.8533636363636,740.338,SCN,Sfax,65.8,658.0,56.0,5806.387,12.0,483.8655833333333,0.0,1.0,0.0,0.0,1.0,7.4e-05,1,SCN,Sfax
CNGT170218,8286.756,11.0,753.3414545454544,1887.315,SPN,Sfax,66.66666666666667,600.0,91.0,8235.263,12.0,686.2719166666667,0.0,3.0,16.321424229793458,-25.776785149423883,0.9938,0.000106,1,SPN,Sfax
CNGT170220,3512.942,4.0,878.2355,1895.444,SPN,Sfax,30.666666666666668,92.0,90.0,3271.1320000000005,5.0,654.2264000000001,0.0,2.0,19.595917942265423,-14.54351582265711,0.9312,4.5e-05,1,SPN,Sfax
CNGT170224,7667.924,5.0,1533.5848,2455.389,GRN,Sfax,29.25,117.0,624.0,9639.563,9.0,1071.0625555555555,0.0,1.0,17.17304807676592,-34.65492460602208,1.2571,9.8e-05,1,GRN,Sfax
CNGT170225,9630.756,4.0,2407.689,3106.016,GRN,Sfax,147.0,441.0,221.0,9630.756,8.0,1203.8445,0.0,3.0,16.454482671904334,-12.255383481836732,1.0,0.000123,1,GRN,Sfax
CNGT170229,8010.853,7.0,1144.4075714285714,1678.337,GRN,Sfax,107.5,645.0,17.0,7976.634,11.0,725.1485454545455,0.0,2.0,7.860351389533559,-6.640190586655974,0.9957,0.000102,1,GRN,Sfax
CNGT170235,1273.602,2.0,636.801,637.801,PAN,Sfax,13.0,13.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,1,PAN,Sfax
CNGT170254,2362.598,4.0,590.6495,730.083,SCN,Sfax,11.666666666666666,35.0,232.0,1239.452,5.0,247.8904,0.0,1.0,0.0,0.0,0.5246,3e-05,1,SCN,Sfax
CNGT170268,22871.373,17.0,1345.374882352941,3229.891,GRN,Sfax,41.0625,657.0,5.0,12455.34,14.0,889.6671428571428,2.0,2.0,17.780406551675277,-16.907072388228666,0.5446,0.000291,1,GRN,Sfax
CNGT170270,3354.052,3.0,1118.0173333333335,2377.342,GRN,Sfax,58.0,116.0,155.0,2995.383,3.0,998.4609999999999,0.0,2.0,26.870057685088806,-56.54761678222785,0.8931,4.3e-05,1,GRN,Sfax
CNGT170280,9028.086,6.0,1504.6809999999998,2548.151,PAN,Sfax,130.4,652.0,109.0,9028.086,9.0,1003.1206666666666,0.0,4.0,23.108440016582687,-22.871824880711152,1.0,0.000115,1,PAN,Sfax
CNGT170283,1604.31,3.0,534.77,581.975,PAN,Sfax,123.0,246.0,455.0,1604.31,3.0,534.77,0.0,1.0,0.0,0.0,1.0,2e-05,1,PAN,Sfax
CNGT170284,204.767,1.0,204.767,204.767,PAN,Sfax,0.0,0.0,650.0,204.767,1.0,204.767,0.0,1.0,0.0,0.0,1.0,3e-06,1,PAN,Sfax
CNGT170285,9255.442,8.0,1156.93025,1792.924,SPN,Sfax,77.85714285714286,545.0,105.0,7428.034,8.0,928.50425,0.0,1.0,0.0,0.0,0.8026,0.000118,1,SPN,Sfax
CNGT170286,65358.168,8.0,8169.771,11661.041,GRN,Sfax,70.85714285714286,496.0,145.0,56754.563,18.0,3153.031277777778,0.0,2.0,9.878271453730164,-16.847625291379657,0.8684,0.000833,1,GRN,Sfax
CNGT170287,27160.013000000003,13.0,2089.2317692307693,4238.961,GRN,Sfax,48.54545454545455,534.0,82.0,25048.275,22.0,1138.5579545454545,0.0,3.0,15.119154836670157,-32.45036426660119,0.9222,0.000346,1,GRN,Sfax
CNGT170288,56510.092,11.0,5137.28109090909,20640.574,GRN,Sfax,58.6,586.0,17.0,56206.323000000004,17.0,3306.254294117647,0.0,1.0,0.0,0.0,0.9946,0.00072,1,GRN,Sfax
CNGT170289,292.75,1.0,292.75,292.75,SCN,Sfax,0.0,0.0,599.0,292.75,1.0,292.75,0.0,1.0,0.0,0.0,1.0,4e-06,1,SCN,Sfax
CNGT170290,2510.156,5.0,502.0312,1217.52,SCN,Sfax,73.5,294.0,290.0,2510.152,5.0,502.0304,0.0,2.0,0.0,0.0,1.0,3.2e-05,1,SCN,Sfax
CNGT170291,22713.009,16.0,1419.5630625,2583.622,GRN,Sfax,39.57142857142857,554.0,21.0,20793.018,19.0,1094.3693684210527,0.0,3.0,0.0,0.0,0.9155,0.000289,1,GRN,Sfax
CNGT170292,221.212,1.0,221.212,221.212,SPN,Sfax,0.0,0.0,507.0,221.212,1.0,221.212,0.0,1.0,0.0,0.0,1.0,3e-06,1,SPN,Sfax
CNGT170293,4735.128,3.0,1578.376,1579.495,PAN,Sfax,16.0,16.0,521.0,1579.0,1.0,1579.0,0.0,1.0,0.0,0.0,0.3335,6e-05,1,PAN,Sfax
CNGT170297,8612.247,5.0,1722.4494,2804.268,GRN,Sfax,119.33333333333333,358.0,172.0,8612.247,9.0,956.9163333333332,0.0,2.0,20.69054773156329,-35.44006749922523,1.0,0.00011,1,GRN,Sfax
CNGT170298,419.49,1.0,419.49,419.49,PAN,Sfax,0.0,0.0,514.0,419.49,1.0,419.49,0.0,1.0,0.0,0.0,1.0,5e-06,1,PAN,Sfax
CNGT170300,1898.413,3.0,632.8043333333334,913.749,GRN,Sfax,249.5,499.0,11.0,1660.664,3.0,553.5546666666667,0.0,3.0,20.49932248202906,-17.843664943661093,0.8748,2.4e-05,1,GRN,Sfax
CNGT170303,537.463,1.0,537.463,537.463,PAN,Sfax,0.0,0.0,509.0,537.463,1.0,537.463,0.0,1.0,0.0,0.0,1.0,7e-06,1,PAN,Sfax
CNGT170304,758.201,1.0,758.201,758.201,SPN,Sfax,0.0,0.0,497.0,758.201,1.0,758.201,0.0,1.0,0.0,-16.0,1.0,1e-05,1,SPN,Sfax
CNGT170305,5928.761,4.0,1482.19025,1855.082,GRN,Sfax,95.33333333333333,286.0,211.0,2220.5969999999998,3.0,740.199,0.0,2.0,0.0,0.0,0.3745,7.6e-05,1,GRN,Sfax
CNGT170306,4531.024,3.0,1510.3413333333335,2468.703,GRN,Sfax,140.5,281.0,172.0,4531.023999999999,5.0,906.2047999999999,0.0,2.0,0.0,0.0,1.0,5.8e-05,1,GRN,Sfax
CNGT170307,3011.553,4.0,752.88825,1331.467,PAN,Sfax,122.5,245.0,145.0,3011.553,5.0,602.3106,0.0,1.0,0.0,0.0,1.0,3.8e-05,1,PAN,Sfax
CNGT170315,13599.809,4.0,3399.95225,5607.357,GRN,Sfax,62.666666666666664,188.0,158.0,13599.809000000001,5.0,2719.9618,0.0,2.0,20.503658210182884,-44.683127093917264,1.0,0.000173,1,GRN,Sfax
CNGT170316,10427.686000000002,10.0,1042.7686,2203.079,SCN,Sfax,42.625,341.0,5.0,6177.055,7.0,882.4364285714286,0.0,2.0,0.0,0.0,0.5924,0.000133,1,SCN,Sfax
CNGT170317,600.612,1.0,600.612,600.612,GRN,Sfax,0.0,0.0,333.0,600.612,1.0,600.612,0.0,1.0,0.0,-64.0,1.0,8e-06,1,GRN,Sfax
CNGT170318,494.2,4.0,123.55,173.352,SCN,Sfax,18.0,54.0,286.0,278.938,2.0,139.469,0.0,1.0,0.0,0.0,0.5644,6e-06,1,SCN,Sfax
CNGT170319,3805.126,7.0,543.5894285714286,1109.111,SPN,Sfax,39.666666666666664,238.0,92.0,4026.107,7.0,575.1581428571428,0.0,1.0,0.0,0.0,1.0581,4.8e-05,1,SPN,Sfax
CNGT170320,465.312,4.0,116.328,182.872,SCN,Sfax,51.0,153.0,182.0,275.04600000000005,2.0,137.52300000000002,0.0,1.0,0.0,0.0,0.5911,6e-06,1,SCN,Sfax
CNGT170321,42.786,1.0,42.786,42.786,SCN,Sfax,0.0,0.0,335.0,42.786,1.0,42.786,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170322,84.017,1.0,84.017,84.017,SCN,Sfax,0.0,0.0,335.0,84.017,1.0,84.017,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170323,76.547,1.0,76.547,76.547,SCN,Sfax,0.0,0.0,335.0,76.547,1.0,76.547,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170324,96.133,1.0,96.133,96.133,SCN,Sfax,0.0,0.0,325.0,96.133,1.0,96.133,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170325,91.761,1.0,91.761,91.761,SCN,Sfax,0.0,0.0,320.0,91.761,1.0,91.761,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170326,82.255,2.0,41.1275,50.906,SCN,Sfax,3.0,3.0,316.0,18.557,1.0,18.557,0.0,1.0,0.0,0.0,0.2256,1e-06,1,SCN,Sfax
CNGT170327,202.316,3.0,67.43866666666666,110.69,SCN,Sfax,85.0,170.0,144.0,202.316,3.0,67.43866666666666,0.0,1.0,0.0,0.0,1.0,3e-06,1,SCN,Sfax
CNGT170328,67.014,1.0,67.014,67.014,SCN,Sfax,0.0,0.0,306.0,67.014,1.0,67.014,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170329,70.174,1.0,70.174,70.174,SCN,Sfax,0.0,0.0,290.0,70.174,1.0,70.174,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170330,75.652,1.0,75.652,75.652,SCN,Sfax,0.0,0.0,286.0,75.652,1.0,75.652,0.0,1.0,0.0,0.0,1.0,1e-06,1,SCN,Sfax
CNGT170331,472.603,2.0,236.3015,293.019,PAN,Sfax,95.0,95.0,186.0,472.603,2.0,236.3015,0.0,1.0,0.0,0.0,1.0,6e-06,1,PAN,Sfax
CNGT170332,77791.668,25.0,3111.66672,8066.53,GRN,Sfax,11.652173913043478,268.0,11.0,47004.56,23.0,2043.6765217391303,0.0,2.0,15.614447287149675,-37.521679407274526,0.6042,0.000991,1,GRN,Sfax
CNGT170333,3608.759,2.0,1804.3795,2157.21,SPN,Sfax,80.0,80.0,190.0,3608.759,3.0,1202.9196666666667,0.0,1.0,0.0,0.0,1.0,4.6e-05,1,SPN,Sfax
CNGT170334,13008.823,4.0,3252.20575,7986.977,GRN,Sfax,40.333333333333336,121.0,64.0,7986.977,2.0,3993.4885,0.0,2.0,0.0,0.0,0.614,0.000166,1,GRN,Sfax
CNGT170338,5302.929,4.0,1325.73225,2130.462,GRN,Sfax,53.666666666666664,161.0,83.0,5302.929,7.0,757.5612857142858,0.0,2.0,24.0170007813343,-46.55792148075149,1.0,6.8e-05,1,GRN,Sfax
CNGT170339,1626.976,2.0,813.488,870.535,SPN,Sfax,134.0,134.0,98.0,1626.976,2.0,813.488,0.0,1.0,0.0,0.0,1.0,2.1e-05,1,SPN,Sfax
CNGT170340,1158.78,1.0,1158.78,1158.78,SPN,Sfax,0.0,0.0,221.0,1158.78,3.0,386.26,0.0,1.0,0.0,0.0,1.0,1.5e-05,1,SPN,Sfax
CNGT170341,2407.3810000000003,2.0,1203.6905000000002,1343.957,SPN,Sfax,60.0,60.0,161.0,2407.381,4.0,601.84525,0.0,1.0,0.0,0.0,1.0,3.1e-05,1,SPN,Sfax
CNGT170342,1855.082,1.0,1855.082,1855.082,GRN,Sfax,0.0,0.0,211.0,1855.0819999999999,2.0,927.5409999999999,0.0,1.0,0.0,-34.0,1.0,2.4e-05,1,GRN,Sfax
CNGT170343,1066.617,1.0,1066.617,1066.617,SPN,Sfax,0.0,0.0,209.0,1066.617,2.0,533.3085,0.0,2.0,0.0,0.0,1.0,1.4e-05,1,SPN,Sfax
CNGT170344,1770.224,1.0,1770.224,1770.224,GRN,Sfax,0.0,0.0,186.0,1770.224,2.0,885.112,0.0,1.0,0.0,0.0,1.0,2.3e-05,1,GRN,Sfax
CNGT170347,1284.528,2.0,642.264,794.319,PAN,Sfax,0.0,0.0,186.0,1284.528,2.0,642.264,0.0,1.0,0.0,0.0,1.0,1.6e-05,1,PAN,Sfax
CNGT170348,1203.725,1.0,1203.725,1203.725,SPN,Sfax,0.0,0.0,151.0,1203.7250000000001,2.0,601.8625000000001,0.0,1.0,0.0,0.0,1.0,1.5e-05,1,SPN,Sfax
CNGT170349,1668.266,1.0,1668.266,1668.266,SPN,Sfax,0.0,0.0,143.0,1668.266,2.0,834.133,0.0,1.0,0.0,0.0,1.0,2.1e-05,1,SPN,Sfax
CNGT170350,1675.7169999999999,2.0,837.8584999999999,1533.088,GRN,Sfax,52.0,52.0,81.0,1675.717,3.0,558.5723333333334,0.0,1.0,0.0,0.0,1.0,2.1e-05,1,GRN,Sfax
CNGT170351,739.694,1.0,739.694,739.694,SCN,Sfax,0.0,0.0,133.0,739.694,1.0,739.694,0.0,1.0,0.0,0.0,1.0,9e-06,1,SCN,Sfax
CNGT170352,204.964,1.0,204.964,204.964,SCN,Sfax,0.0,0.0,112.0,204.964,1.0,204.964,0.0,1.0,0.0,0.0,1.0,3e-06,1,SCN,Sfax
CNGT170353,334.833,1.0,334.833,334.833,SPN,Sfax,0.0,0.0,113.0,334.833,1.0,334.833,0.0,1.0,0.0,0.0,1.0,4e-06,1,SPN,Sfax
CNGT170354,2002.917,1.0,2002.917,2002.917,GRN,Sfax,0.0,0.0,113.0,2002.917,1.0,2002.917,0.0,1.0,0.0,0.0,1.0,2.6e-05,1,GRN,Sfax
CNGT170355,1775.182,1.0,1775.182,1775.182,SPN,Sfax,0.0,0.0,105.0,18.742,1.0,18.742,0.0,1.0,0.0,0.0,0.0106,2.3e-05,1,SPN,Sfax
CNGT170356,135.431,1.0,135.431,135.431,PAN,Sfax,0.0,0.0,80.0,135.431,1.0,135.431,0.0,1.0,0.0,0.0,1.0,2e-06,1,PAN,Sfax
CNGT170357,2476.981,3.0,825.6603333333334,843.177,GRN,Sfax,12.0,12.0,21.0,843.177,1.0,843.177,0.0,1.0,0.0,-60.0,0.3404,3.2e-05,1,GRN,Sfax
CNGT170358,4029.658,1.0,4029.658,4029.658,GRN,Sfax,0.0,0.0,33.0,4029.658,2.0,2014.829,0.0,1.0,0.0,-62.0,1.0,5.1e-05,1,GRN,Sfax
CNGT170359,11994.229000000001,3.0,3998.076333333334,5864.087,GRN,Sfax,5.0,10.0,15.0,11994.229000000001,6.0,1999.038166666667,0.0,2.0,29.227080289043965,-30.31236055272915,1.0,0.000153,1,GRN,Sfax
CNGT170360,659.734,1.0,659.734,659.734,SPN,Sfax,0.0,0.0,33.0,659.734,1.0,659.734,0.0,1.0,0.0,0.0,1.0,8e-06,1,SPN,Sfax
CNGT170361,10110.866,1.0,10110.866,10110.866,GRN,Sfax,0.0,0.0,5.0,10110.866,2.0,5055.433,0.0,1.0,0.0,-62.99999999999999,1.0,0.000129,1,GRN,Sfax
CNGT190007,10503.787,7.0,1500.541,3017.335,GRN,Gafsa,95.83333333333333,575.0,109.0,4471.117,6.0,745.1861666666667,0.0,2.0,0.0,0.0,0.4257,0.000134,1,GRN,Gafsa
CNGT190008,3466.792,6.0,577.7986666666667,1185.221,PAN,Gafsa,116.6,583.0,101.0,2806.732,4.0,701.683,0.0,1.0,0.0,0.0,0.8096,4.4e-05,1,PAN,Gafsa
CNGT190010,1242.367,1.0,1242.367,1242.367,PAN,Gafsa,0.0,0.0,302.0,1242.367,2.0,621.1835,0.0,1.0,0.0,0.0,1.0,1.6e-05,1,PAN,Gafsa
CNGT190019,7487.3099999999995,10.0,748.731,1813.606,GRN,Gafsa,67.875,543.0,141.0,7352.416,10.0,735.2416000000001,0.0,2.0,14.6846859006245,-12.118884187184186,0.982,9.5e-05,1,GRN,Gafsa
CNGT190021,13227.833,7.0,1889.6904285714286,5119.712,GRN,Gafsa,80.0,480.0,109.0,15275.401,13.0,1175.0308461538461,1.0,2.0,16.858618500680276,-25.428532710859763,1.1548,0.000169,1,GRN,Gafsa
CNGT190022,7235.774,4.0,1808.9435,2755.664,PAN,Gafsa,33.333333333333336,100.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2e-05,1,PAN,Gafsa
CNGT190023,494.597,2.0,247.2985,313.526,PAN,Gafsa,0.0,0.0,388.0,494.597,2.0,247.2985,0.0,1.0,0.0,0.0,1.0,6e-06,1,PAN,Gafsa
CNGT190024,1101.979,2.0,550.9895,1069.882,GRN,Gafsa,26.0,26.0,141.0,1037.785,1.0,1037.785,0.0,1.0,0.0,0.0,0.9417,1.4e-05,1,GRN,Gafsa
CNGT190025,717.405,1.0,717.405,717.405,PAN,Gafsa,0.0,0.0,109.0,717.405,1.0,717.405,0.0,1.0,0.0,0.0,1.0,9e-06,1,PAN,Gafsa
CNGT200005,2186.224,3.0,728.7413333333334,786.746,PAN,Gabès,201.0,402.0,225.0,2186.224,3.0,728.7413333333334,0.0,1.0,0.0,0.0,1.0,2.8e-05,1,PAN,Gabès
CNGT200009,2930.741,3.0,976.9136666666667,1319.215,PAN,Gabès,185.5,371.0,287.0,2930.741,3.0,976.9136666666667,0.0,1.0,0.0,0.0,1.0,3.7e-05,1,PAN,Gabès
CNGT200018,17372.038,9.0,1930.2264444444445,4372.427,GRN,Gabès,90.42857142857143,633.0,89.0,23117.354,20.0,1155.8677,0.0,5.0,23.3771255718063,-24.045303324939347,1.3307,0.000221,1,GRN,Gabès
CNGT200032,10291.258,6.0,1715.2096666666666,3967.105,GRN,Gabès,96.2,481.0,164.0,10291.258,10.0,1029.1258,0.0,1.0,4.565084884205331,-45.17116576029869,1.0,0.000131,1,GRN,Gabès
CNGT200033,690.031,2.0,345.0155,650.255,MCN,Gabès,106.0,106.0,539.0,650.255,1.0,650.255,0.0,1.0,0.0,-17.0,0.9424,9e-06,1,MCN,Gabès
CNGT200036,12881.502,8.0,1610.18775,2630.755,GRN,Gabès,70.42857142857143,493.0,273.0,8430.825,10.0,843.0825000000001,0.0,3.0,23.634931774811623,-47.31894921315529,0.6545,0.000164,1,GRN,Gabès
CNGT200037,31523.99,38.0,829.5786842105264,2196.895,PAN,Gabès,20.8,728.0,17.0,30762.427,43.0,715.4052790697674,0.0,1.0,0.0,0.0,0.9758,0.000402,1,PAN,Gabès
CNGT200038,835.622,1.0,835.622,835.622,GRN,Gabès,0.0,0.0,598.0,835.622,1.0,835.622,0.0,1.0,0.0,-21.0,1.0,1.1e-05,1,GRN,Gabès
CNGT200039,10349.043,8.0,1293.630375,3781.371,GRN,Gabès,67.0,469.0,189.0,10348.943,11.0,940.813,0.0,3.0,19.85609384571692,-60.46720471839491,1.0,0.000132,1,GRN,Gabès
CNGT200041,38783.4,24.0,1615.9750000000001,3336.426,GRN,Gabès,31.523809523809526,662.0,90.0,38172.37,39.0,978.778717948718,0.0,5.0,28.744195880980584,-36.39750531601785,0.9842,0.000494,1,GRN,Gabès
CNGT200042,0.0,0.0,0.0,0.0,INCONNU,INCONNU,0.0,0.0,0.0,7846.732,12.0,653.8943333333333,0.0,1.0,0.0,0.0,0.0,0.0,1,INCONNU,INCONNU
CNGT200043,3375.003,1.0,3375.003,3375.003,GRN,Gabès,0.0,0.0,120.0,3375.003,2.0,1687.5015,0.0,1.0,0.0,-18.0,1.0,4.3e-05,1,GRN,Gabès
CNGT200045,7808.93,8.0,976.11625,1991.463,SPN,Gabès,87.0,609.0,94.0,7769.154,12.0,647.4295000000001,0.0,2.0,15.283206106340675,-55.37511201348306,0.9949,0.0001,1,SPN,Gabès
